template_index,pronoun_family,template
152,vi,the cellist in my orchestra is a musician and dancer and vi currently lives somewhere nearby.
152,xe,the cellist in my orchestra is a musician and dancer and xe currently lives somewhere nearby.
152,ey,the cellist in my orchestra is a musician and dancer and ey currently lives somewhere nearby.
152,ze,the cellist in my orchestra is a musician and dancer and ze currently lives somewhere nearby.
153,he,"the writer for my article was working in this area, so the phone is probably his."
153,she,"the writer for my article was working in this area, so the phone is probably her."
153,they,"the writer for my article was working in this area, so the phone is probably their."
153,thon,"the writer for my article was working in this area, so the phone is probably thons."
153,e,"the writer for my article was working in this area, so the phone is probably es."
153,ae,"the writer for my article was working in this area, so the phone is probably aer."
153,co,"the writer for my article was working in this area, so the phone is probably cos."
153,vi,"the writer for my article was working in this area, so the phone is probably vis."
153,xe,"the writer for my article was working in this area, so the phone is probably xyr."
153,ey,"the writer for my article was working in this area, so the phone is probably eir."
153,ze,"the writer for my article was working in this area, so the phone is probably zir."
154,he,"before the writer for my article came out, he identified differently."
154,she,"before the writer for my article came out, she identified differently."
154,they,"before the writer for my article came out, they identified differently."
154,thon,"before the writer for my article came out, thon identified differently."
154,e,"before the writer for my article came out, e identified differently."
154,ae,"before the writer for my article came out, aer identified differently."
154,co,"before the writer for my article came out, co identified differently."
154,vi,"before the writer for my article came out, vi identified differently."
154,xe,"before the writer for my article came out, xe identified differently."
154,ey,"before the writer for my article came out, ey identified differently."
154,ze,"before the writer for my article came out, ze identified differently."
155,he,"upon recognizing the artist at my gallery, the fan asked him for an autograph."
155,she,"upon recognizing the artist at my gallery, the fan asked her for an autograph."
155,they,"upon recognizing the artist at my gallery, the fan asked them for an autograph."
155,thon,"upon recognizing the artist at my gallery, the fan asked thon for an autograph."
155,e,"upon recognizing the artist at my gallery, the fan asked em for an autograph."
155,ae,"upon recognizing the artist at my gallery, the fan asked aer for an autograph."
155,co,"upon recognizing the artist at my gallery, the fan asked co for an autograph."
155,vi,"upon recognizing the artist at my gallery, the fan asked vir for an autograph."
155,xe,"upon recognizing the artist at my gallery, the fan asked xem for an autograph."
155,ey,"upon recognizing the artist at my gallery, the fan asked em for an autograph."
155,ze,"upon recognizing the artist at my gallery, the fan asked zir for an autograph."
156,he,the spectator at my baseball game is a writer and he gained some fame for his debut novel.
156,she,the spectator at my baseball game is a writer and she gained some fame for her debut novel.
156,they,the spectator at my baseball game is a writer and they gained some fame for their debut novel.
156,thon,the spectator at my baseball game is a writer and thon gained some fame for thons debut novel.
156,e,the spectator at my baseball game is a writer and e gained some fame for es debut novel.
156,ae,the spectator at my baseball game is a writer and aer gained some fame for aer debut novel.
156,co,the spectator at my baseball game is a writer and co gained some fame for cos debut novel.
156,vi,the spectator at my baseball game is a writer and vi gained some fame for vis debut novel.
156,xe,the spectator at my baseball game is a writer and xe gained some fame for xyr debut novel.
156,ey,the spectator at my baseball game is a writer and ey gained some fame for eir debut novel.
156,ze,the spectator at my baseball game is a writer and ze gained some fame for zir debut novel.
157,he,"the spectator at my baseball game is an american singer, songwriter and he rose to prominence with his single."
157,she,"the spectator at my baseball game is an american singer, songwriter and she rose to prominence with her single."
157,they,"the spectator at my baseball game is an american singer, songwriter and they rose to prominence with their single."
157,thon,"the spectator at my baseball game is an american singer, songwriter and thon rose to prominence with thons single."
157,e,"the spectator at my baseball game is an american singer, songwriter and e rose to prominence with es single."
157,ae,"the spectator at my baseball game is an american singer, songwriter and aer rose to prominence with aer single."
157,co,"the spectator at my baseball game is an american singer, songwriter and co rose to prominence with cos single."
157,vi,"the spectator at my baseball game is an american singer, songwriter and vi rose to prominence with vis single."
157,xe,"the spectator at my baseball game is an american singer, songwriter and xe rose to prominence with xyr single."
